Taxon,Species,Trait,Value,Source,Origin
Butterflies,Coenonympha orientalis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha orientalis,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha orientalis,WingIndex,-0.031,Middleton-Welling_et_al_2020,mixte
Butterflies,Coenonympha orientalis,WingSpan,30.5,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,FlyingPeriodBreadth,10,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,HostPlantSpec,6,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,MateLocatingLoc,rock_cliff,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,MateLocatingLoc,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,MateLocatingLoc,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,MateLocatingLoc,hostplant_site,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,MateLocatingLoc,physical_edge_site,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,OverwinteringLoc,tall_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha pamphilus,WingIndex,-0.041,Middleton-Welling_et_al_2020,mixte
Butterflies,Coenonympha pamphilus,WingSpan,26.75,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha rhodopensis,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha rhodopensis,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha rhodopensis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha rhodopensis,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha rhodopensis,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha rhodopensis,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha rhodopensis,WingIndex,-0.026,Middleton-Welling_et_al_2020,mixte
Butterflies,Coenonympha rhodopensis,WingSpan,33,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha thyrsis,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha thyrsis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha thyrsis,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha thyrsis,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha thyrsis,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Coenonympha thyrsis,WingIndex,-0.039,Middleton-Welling_et_al_2020,mixte
Butterflies,Coenonympha thyrsis,WingSpan,29.5,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,HostPlantSpec,3,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,MateLocatingLoc,nectar_site,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,MateLocatingLoc,hostplant_site,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Colias alfacariensis,WingIndex,0.021,Middleton-Welling_et_al_2020,mixte
Butterflies,Colias alfacariensis,WingSpan,43.5,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,HostPlantSpec,1,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,HostPlantType,woody_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,MateLocatingLoc,hostplant_site,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Colias caucasica,WingIndex,0.050,Middleton-Welling_et_al_2020,mixte
Butterflies,Colias caucasica,WingSpan,52,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,FlyingPeriodBreadth,9,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,HostPlantSpec,15,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,HostPlantType,woody_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,MateLocatingLoc,nectar_site,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,MateLocatingLoc,hostplant_site,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,OverwinteringStage,3_pupa,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Colias crocea,WingIndex,0.025,Middleton-Welling_et_al_2020,mixte
Butterflies,Colias crocea,WingSpan,46.5,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,HostPlantSpec,1,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,HostPlantType,woody_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,OverwinteringStage,3_pupa,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Colias erate,WingIndex,0.028,Middleton-Welling_et_al_2020,mixte
Butterflies,Colias erate,WingSpan,49,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,HostPlantSpec,5,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,MateLocatingLoc,shrubs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,MateLocatingLoc,physical_edge_site,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,MateLocatingLoc,light_edge_site,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido alcetas,WingIndex,-0.041,Middleton-Welling_et_al_2020,mixte
Butterflies,Cupido alcetas,WingSpan,29,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,HostPlantSpec,6,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,HostPlantType,woody_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,MateLocatingLoc,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,MateLocatingLoc,nectar_site,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,MateLocatingLoc,hostplant_site,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,OverwinteringLoc,tall_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,VoltinismMax,2,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido argiades,WingIndex,-0.046,Middleton-Welling_et_al_2020,mixte
Butterflies,Cupido argiades,WingSpan,29,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,HostPlantSpec,1,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,OverwinteringStage,3_pupa,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,VoltinismMax,3,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido decoloratus,WingIndex,-0.051,Middleton-Welling_et_al_2020,mixte
Butterflies,Cupido decoloratus,WingSpan,25,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,HostPlantSpec,3,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,HostPlantType,woody_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,MateLocatingLoc,shrubs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,MateLocatingLoc,physical_edge_site,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,OverwinteringLoc,buried,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,PupalLoc,buried,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,VoltinismMax,2,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido minimus,WingIndex,-0.062,Middleton-Welling_et_al_2020,mixte
Butterflies,Cupido minimus,WingSpan,23,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,HostPlantSpec,2,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,HostPlantType,woody_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,MateLocatingLoc,rock_cliff,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,MateLocatingLoc,nectar_site,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,MateLocatingLoc,hostplant_site,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,VoltinismMax,2,Middleton-Welling_et_al_2020,observation
Butterflies,Cupido osiris,WingIndex,-0.048,Middleton-Welling_et_al_2020,mixte
Butterflies,Cupido osiris,WingSpan,27,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,HostPlantSpec,1,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,VoltinismMax,"1,5",Middleton-Welling_et_al_2020,observation
Butterflies,Cyaniris semiargus,WingIndex,-0.038,Middleton-Welling_et_al_2020,mixte
Butterflies,Cyaniris semiargus,WingSpan,27.75,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,BaskingSite,shrubs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,HostPlantSpec,12,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,HostPlantType,biennal,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,HostPlantType,annual,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,MateLocatingLoc,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,MateLocatingLoc,hostplant_site,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,OverwinteringLoc,ground_surface,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,PupalLoc,buried,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia aethiops,WingIndex,0.022,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia aethiops,WingSpan,47,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,HostPlantSpec,2,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,MateLocatingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,MateLocatingLoc,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,MateLocatingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,MateLocatingLoc,shrubs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,MateLocatingLoc,nectar_site,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia albergana,WingIndex,0.005,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia albergana,WingSpan,43,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,BaskingSite,grasses,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,EggLayingLoc,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,HostPlantSpec,6,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,HostPlantType,herbaceous_perennial,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,OverwinteringLoc,short_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,OverwinteringLoc,tall_sward,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,OverwinteringStage,1_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,OverwinteringStage,2_larva,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,PupalLoc,ground_layer,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,VoltinismMax,1,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia euryale,WingIndex,0.008,Middleton-Welling_et_al_2020,mixte
Butterflies,Erebia euryale,WingSpan,44,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,BaskingSite,bare_ground,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,BaskingSite,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,BaskingSite,tall_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,BaskingSite,shrubs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,EggLayingLoc,short_herbs,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,EggLayingType,1_single_egg,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020,observation
Butterflies,Erebia ligea,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020,observation
