Taxon,Species,Trait,Value,Source,Origin
Birds,Certhia familiaris,BodyMass,9,AVONET,observation
Birds,Certhia familiaris,Migration,1_sedentary,AVONET,observation
Birds,Certhia familiaris,TailLength,60.3,AVONET,observation
Birds,Certhia familiaris,TarsusLength,14.6,AVONET,observation
Birds,Cettia cetti,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Cettia cetti,BeakLengthCulmen,14.3,AVONET,observation
Birds,Cettia cetti,BeakRatio,5.95833300000000,AVONET,observation
Birds,Cettia cetti,ReproPerYear,2,Storchova_Horak_2018,observation
Birds,Cettia cetti,OffspringPerRepro,4.5,Storchova_Horak_2018,observation
Birds,Cettia cetti,FledgingPeriod,15,Storchova_Horak_2018,observation
Birds,Cettia cetti,GenerationLength,2.179790000,Bird_et_al_2020,mixte
Birds,Cettia cetti,HandWingIndex,14.3,AVONET,observation
Birds,Cettia cetti,LongevityMax,7,Storchova_Horak_2018,observation
Birds,Cettia cetti,BodyMass,13.2,AVONET,observation
Birds,Cettia cetti,Migration,1_sedentary,AVONET,observation
Birds,Cettia cetti,TailLength,58.2,AVONET,observation
Birds,Cettia cetti,TarsusLength,20.3,AVONET,observation
Birds,Chloris chloris,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Chloris chloris,BeakLengthCulmen,14.4,AVONET,observation
Birds,Chloris chloris,BeakRatio,1.89473700000000,AVONET,observation
Birds,Chloris chloris,ReproPerYear,2,Storchova_Horak_2018,observation
Birds,Chloris chloris,OffspringPerRepro,5,Storchova_Horak_2018,observation
Birds,Chloris chloris,FledgingPeriod,14,Storchova_Horak_2018,observation
Birds,Chloris chloris,GenerationLength,2.70572000,Bird_et_al_2020,mixte
Birds,Chloris chloris,HandWingIndex,32.5,AVONET,observation
Birds,Chloris chloris,LongevityMax,14,Storchova_Horak_2018,observation
Birds,Chloris chloris,BodyMass,26,AVONET,observation
Birds,Chloris chloris,Migration,1_sedentary,AVONET,observation
Birds,Chloris chloris,TailLength,55.7,AVONET,observation
Birds,Chloris chloris,TarsusLength,17.3,AVONET,observation
Birds,Ciconia ciconia,FirstBreedingAge,4,Storchova_Horak_2018,observation
Birds,Ciconia ciconia,BeakLengthCulmen,189.1,AVONET,observation
Birds,Ciconia ciconia,BeakRatio,8.0468090000000,AVONET,observation
Birds,Ciconia ciconia,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Ciconia ciconia,OffspringPerRepro,4,Storchova_Horak_2018,observation
Birds,Ciconia ciconia,FledgingPeriod,61,Storchova_Horak_2018,observation
Birds,Ciconia ciconia,GenerationLength,12.48833700,Bird_et_al_2020,mixte
Birds,Ciconia ciconia,HandWingIndex,45.9,AVONET,observation
Birds,Ciconia ciconia,LongevityMax,39,Storchova_Horak_2018,observation
Birds,Ciconia ciconia,BodyMass,3445.8,AVONET,observation
Birds,Ciconia ciconia,Migration,3_migratory,AVONET,observation
Birds,Ciconia ciconia,TailLength,249.8,AVONET,observation
Birds,Ciconia ciconia,TarsusLength,217.2,AVONET,observation
Birds,Ciconia nigra,FirstBreedingAge,3,Storchova_Horak_2018,observation
Birds,Ciconia nigra,BeakLengthCulmen,184.5,AVONET,observation
Birds,Ciconia nigra,BeakRatio,11.1144580000000,AVONET,observation
Birds,Ciconia nigra,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Ciconia nigra,OffspringPerRepro,4,Storchova_Horak_2018,observation
Birds,Ciconia nigra,FledgingPeriod,67,Storchova_Horak_2018,observation
Birds,Ciconia nigra,GenerationLength,9.710036000,Bird_et_al_2020,mixte
Birds,Ciconia nigra,HandWingIndex,43.1,AVONET,observation
Birds,Ciconia nigra,LongevityMax,18,Storchova_Horak_2018,observation
Birds,Ciconia nigra,BodyMass,2926,AVONET,observation
Birds,Ciconia nigra,Migration,3_migratory,AVONET,observation
Birds,Ciconia nigra,TailLength,235.6,AVONET,observation
Birds,Ciconia nigra,TarsusLength,192.6,AVONET,observation
Birds,Circaetus gallicus,FirstBreedingAge,4,Storchova_Horak_2018,observation
Birds,Circaetus gallicus,BeakLengthCulmen,47,AVONET,observation
Birds,Circaetus gallicus,BeakRatio,3.03225800000000,AVONET,observation
Birds,Circaetus gallicus,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Circaetus gallicus,OffspringPerRepro,1,Storchova_Horak_2018,observation
Birds,Circaetus gallicus,FledgingPeriod,73,Storchova_Horak_2018,observation
Birds,Circaetus gallicus,GenerationLength,8.273608000,Bird_et_al_2020,mixte
Birds,Circaetus gallicus,HandWingIndex,40.5,AVONET,observation
Birds,Circaetus gallicus,LongevityMax,17,Storchova_Horak_2018,observation
Birds,Circaetus gallicus,BodyMass,1699.1,AVONET,observation
Birds,Circaetus gallicus,Migration,3_migratory,AVONET,observation
Birds,Circaetus gallicus,TailLength,280.4,AVONET,observation
Birds,Circaetus gallicus,TarsusLength,90.9,AVONET,observation
Birds,Circus cyaneus,FirstBreedingAge,3,Storchova_Horak_2018,observation
Birds,Circus cyaneus,BeakLengthCulmen,30.1,AVONET,observation
Birds,Circus cyaneus,BeakRatio,3.10309300000000,AVONET,observation
Birds,Circus cyaneus,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Circus cyaneus,OffspringPerRepro,5,Storchova_Horak_2018,observation
Birds,Circus cyaneus,FledgingPeriod,37,Storchova_Horak_2018,observation
Birds,Circus cyaneus,GenerationLength,5.940517000,Bird_et_al_2020,mixte
Birds,Circus cyaneus,HandWingIndex,44.7,AVONET,observation
Birds,Circus cyaneus,LongevityMax,17,Storchova_Horak_2018,observation
Birds,Circus cyaneus,BodyMass,393,AVONET,observation
Birds,Circus cyaneus,Migration,3_migratory,AVONET,observation
Birds,Circus cyaneus,TailLength,131.7,AVONET,observation
Birds,Circus cyaneus,TarsusLength,72.1,AVONET,observation
Birds,Clamator glandarius,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Clamator glandarius,BeakLengthCulmen,29.8,AVONET,observation
Birds,Clamator glandarius,BeakRatio,3.67901200000000,AVONET,observation
Birds,Clamator glandarius,OffspringPerRepro,18,Storchova_Horak_2018,observation
Birds,Clamator glandarius,FledgingPeriod,24,Storchova_Horak_2018,observation
Birds,Clamator glandarius,GenerationLength,2.385921000,Bird_et_al_2020,mixte
Birds,Clamator glandarius,HandWingIndex,41.9,AVONET,observation
Birds,Clamator glandarius,BodyMass,143,AVONET,observation
Birds,Clamator glandarius,Migration,3_migratory,AVONET,observation
Birds,Clamator glandarius,TailLength,197.2,AVONET,observation
Birds,Clamator glandarius,TarsusLength,33.4,AVONET,observation
Birds,Clanga pomarina,FirstBreedingAge,4,Storchova_Horak_2018,observation
Birds,Clanga pomarina,BeakLengthCulmen,47.3,AVONET,observation
Birds,Clanga pomarina,BeakRatio,3.52985100000000,AVONET,observation
Birds,Clanga pomarina,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Clanga pomarina,OffspringPerRepro,2,Storchova_Horak_2018,observation
Birds,Clanga pomarina,FledgingPeriod,58,Storchova_Horak_2018,observation
Birds,Clanga pomarina,GenerationLength,8.820356000,Bird_et_al_2020,mixte
Birds,Clanga pomarina,HandWingIndex,40.6,AVONET,observation
Birds,Clanga pomarina,LongevityMax,7,Storchova_Horak_2018,observation
Birds,Clanga pomarina,BodyMass,1359.4,AVONET,observation
Birds,Clanga pomarina,Migration,3_migratory,AVONET,observation
Birds,Clanga pomarina,TailLength,213,AVONET,observation
Birds,Clanga pomarina,TarsusLength,91.6,AVONET,observation
Birds,Coccothraustes coccothraustes,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Coccothraustes coccothraustes,BeakLengthCulmen,23,AVONET,observation
Birds,Coccothraustes coccothraustes,BeakRatio,1.91666700000000,AVONET,observation
Birds,Coccothraustes coccothraustes,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Coccothraustes coccothraustes,OffspringPerRepro,4.5,Storchova_Horak_2018,observation
Birds,Coccothraustes coccothraustes,FledgingPeriod,13,Storchova_Horak_2018,observation
Birds,Coccothraustes coccothraustes,GenerationLength,2.689967000,Bird_et_al_2020,mixte
Birds,Coccothraustes coccothraustes,HandWingIndex,32.9,AVONET,observation
Birds,Coccothraustes coccothraustes,LongevityMax,13,Storchova_Horak_2018,observation
Birds,Coccothraustes coccothraustes,BodyMass,56.6,AVONET,observation
Birds,Coccothraustes coccothraustes,Migration,2_intermediate,AVONET,observation
Birds,Coccothraustes coccothraustes,TailLength,57.2,AVONET,observation
Birds,Coccothraustes coccothraustes,TarsusLength,21,AVONET,observation
Birds,Columba oenas,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Columba oenas,BeakLengthCulmen,23.2,AVONET,observation
Birds,Columba oenas,BeakRatio,3.41176500000000,AVONET,observation
Birds,Columba oenas,ReproPerYear,3,Storchova_Horak_2018,observation
Birds,Columba oenas,OffspringPerRepro,2,Storchova_Horak_2018,observation
Birds,Columba oenas,FledgingPeriod,29,Storchova_Horak_2018,observation
Birds,Columba oenas,GenerationLength,3.362244000,Bird_et_al_2020,mixte
Birds,Columba oenas,HandWingIndex,42.5,AVONET,observation
Birds,Columba oenas,LongevityMax,13,Storchova_Horak_2018,observation
Birds,Columba oenas,BodyMass,290.8,AVONET,observation
Birds,Columba oenas,Migration,1_sedentary,AVONET,observation
Birds,Columba oenas,TailLength,119.4,AVONET,observation
Birds,Columba oenas,TarsusLength,26.4,AVONET,observation
Birds,Columba palumbus,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Columba palumbus,BeakLengthCulmen,27.8,AVONET,observation
Birds,Columba palumbus,BeakRatio,3.475,AVONET,observation
Birds,Columba palumbus,ReproPerYear,2,Storchova_Horak_2018,observation
Birds,Columba palumbus,OffspringPerRepro,1.5,Storchova_Horak_2018,observation
Birds,Columba palumbus,FledgingPeriod,29,Storchova_Horak_2018,observation
Birds,Columba palumbus,GenerationLength,3.716278000,Bird_et_al_2020,mixte
Birds,Columba palumbus,HandWingIndex,41.2,AVONET,observation
Birds,Columba palumbus,LongevityMax,18,Storchova_Horak_2018,observation
Birds,Columba palumbus,BodyMass,490,AVONET,observation
Birds,Columba palumbus,Migration,1_sedentary,AVONET,observation
Birds,Columba palumbus,TailLength,153.2,AVONET,observation
Birds,Columba palumbus,TarsusLength,31.5,AVONET,observation
Birds,Coracias garrulus,FirstBreedingAge,2,Storchova_Horak_2018,observation
Birds,Coracias garrulus,BeakLengthCulmen,40.2,AVONET,observation
Birds,Coracias garrulus,BeakRatio,4.10204100000000,AVONET,observation
Birds,Coracias garrulus,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Coracias garrulus,OffspringPerRepro,4,Storchova_Horak_2018,observation
Birds,Coracias garrulus,FledgingPeriod,28,Storchova_Horak_2018,observation
Birds,Coracias garrulus,GenerationLength,3.792818000,Bird_et_al_2020,mixte
Birds,Coracias garrulus,HandWingIndex,37.5,AVONET,observation
Birds,Coracias garrulus,LongevityMax,9,Storchova_Horak_2018,observation
Birds,Coracias garrulus,BodyMass,146,AVONET,observation
Birds,Coracias garrulus,Migration,3_migratory,AVONET,observation
Birds,Coracias garrulus,TailLength,122.6,AVONET,observation
Birds,Coracias garrulus,TarsusLength,23.7,AVONET,observation
Birds,Corvus corax,FirstBreedingAge,3,Storchova_Horak_2018,observation
Birds,Corvus corax,BeakLengthCulmen,77,AVONET,observation
Birds,Corvus corax,BeakRatio,3.51598200000000,AVONET,observation
Birds,Corvus corax,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Corvus corax,OffspringPerRepro,5,Storchova_Horak_2018,observation
Birds,Corvus corax,FledgingPeriod,45,Storchova_Horak_2018,observation
Birds,Corvus corax,GenerationLength,7.464650000,Bird_et_al_2020,mixte
Birds,Corvus corax,HandWingIndex,39.8,AVONET,observation
Birds,Corvus corax,LongevityMax,23,Storchova_Horak_2018,observation
Birds,Corvus corax,BodyMass,928,AVONET,observation
Birds,Corvus corax,Migration,2_intermediate,AVONET,observation
Birds,Corvus corax,TailLength,228.7,AVONET,observation
Birds,Corvus corax,TarsusLength,67.1,AVONET,observation
Birds,Corvus corone,FirstBreedingAge,2,Storchova_Horak_2018,observation
Birds,Corvus corone,BeakLengthCulmen,55,AVONET,observation
Birds,Corvus corone,BeakRatio,3.64238400000000,AVONET,observation
Birds,Corvus corone,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Corvus corone,OffspringPerRepro,4.5,Storchova_Horak_2018,observation
Birds,Corvus corone,FledgingPeriod,32,Storchova_Horak_2018,observation
Birds,Corvus corone,GenerationLength,5.722760000,Bird_et_al_2020,mixte
Birds,Corvus corone,HandWingIndex,36.9,AVONET,observation
Birds,Corvus corone,LongevityMax,19,Storchova_Horak_2018,observation
Birds,Corvus corone,BodyMass,570,AVONET,observation
Birds,Corvus corone,Migration,1_sedentary,AVONET,observation
Birds,Corvus corone,TailLength,179.6,AVONET,observation
Birds,Corvus corone,TarsusLength,59.4,AVONET,observation
Birds,Corvus frugilegus,FirstBreedingAge,2,Storchova_Horak_2018,observation
Birds,Corvus frugilegus,BeakLengthCulmen,59.5,AVONET,observation
Birds,Corvus frugilegus,BeakRatio,4.02027000000000,AVONET,observation
Birds,Corvus frugilegus,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Corvus frugilegus,OffspringPerRepro,4,Storchova_Horak_2018,observation
Birds,Corvus frugilegus,FledgingPeriod,33,Storchova_Horak_2018,observation
Birds,Corvus frugilegus,GenerationLength,5.585125000,Bird_et_al_2020,mixte
Birds,Corvus frugilegus,HandWingIndex,41,AVONET,observation
Birds,Corvus frugilegus,LongevityMax,23,Storchova_Horak_2018,observation
Birds,Corvus frugilegus,BodyMass,452.1,AVONET,observation
Birds,Corvus frugilegus,Migration,1_sedentary,AVONET,observation
Birds,Corvus frugilegus,TailLength,166.8,AVONET,observation
Birds,Corvus frugilegus,TarsusLength,55.7,AVONET,observation
Birds,Corvus monedula,FirstBreedingAge,2,Storchova_Horak_2018,observation
Birds,Corvus monedula,BeakLengthCulmen,35.2,AVONET,observation
Birds,Corvus monedula,BeakRatio,3.14285700000000,AVONET,observation
Birds,Corvus monedula,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Corvus monedula,OffspringPerRepro,5,Storchova_Horak_2018,observation
Birds,Corvus monedula,FledgingPeriod,33,Storchova_Horak_2018,observation
Birds,Corvus monedula,GenerationLength,5.566681000,Bird_et_al_2020,mixte
Birds,Corvus monedula,HandWingIndex,39.1,AVONET,observation
Birds,Corvus monedula,LongevityMax,20,Storchova_Horak_2018,observation
Birds,Corvus monedula,BodyMass,246,AVONET,observation
Birds,Corvus monedula,Migration,2_intermediate,AVONET,observation
Birds,Corvus monedula,TailLength,122.4,AVONET,observation
Birds,Corvus monedula,TarsusLength,43.3,AVONET,observation
Birds,Cuculus canorus,FirstBreedingAge,2,Storchova_Horak_2018,observation
Birds,Cuculus canorus,BeakLengthCulmen,26,AVONET,observation
Birds,Cuculus canorus,BeakRatio,3.42105300000000,AVONET,observation
Birds,Cuculus canorus,OffspringPerRepro,9.2,Storchova_Horak_2018,observation
Birds,Cuculus canorus,FledgingPeriod,19,Storchova_Horak_2018,observation
Birds,Cuculus canorus,GenerationLength,2.756472000,Bird_et_al_2020,mixte
Birds,Cuculus canorus,HandWingIndex,43.9,AVONET,observation
Birds,Cuculus canorus,LongevityMax,13,Storchova_Horak_2018,observation
Birds,Cuculus canorus,BodyMass,111.4,AVONET,observation
Birds,Cuculus canorus,Migration,3_migratory,AVONET,observation
Birds,Cuculus canorus,TailLength,158.1,AVONET,observation
Birds,Cuculus canorus,TarsusLength,21.4,AVONET,observation
Birds,Cyanistes caeruleus,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Cyanistes caeruleus,BeakLengthCulmen,9.7,AVONET,observation
Birds,Cyanistes caeruleus,BeakRatio,3.03125,AVONET,observation
Birds,Cyanistes caeruleus,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Cyanistes caeruleus,OffspringPerRepro,11,Storchova_Horak_2018,observation
Birds,Cyanistes caeruleus,FledgingPeriod,19,Storchova_Horak_2018,observation
Birds,Cyanistes caeruleus,GenerationLength,2.932680000,Bird_et_al_2020,mixte
Birds,Cyanistes caeruleus,HandWingIndex,21,AVONET,observation
Birds,Cyanistes caeruleus,LongevityMax,12,Storchova_Horak_2018,observation
Birds,Cyanistes caeruleus,BodyMass,11.1,AVONET,observation
Birds,Cyanistes caeruleus,Migration,1_sedentary,AVONET,observation
Birds,Cyanistes caeruleus,TailLength,51.4,AVONET,observation
Birds,Cyanistes caeruleus,TarsusLength,15.2,AVONET,observation
Birds,Cyanistes teneriffae,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Cyanistes teneriffae,BeakLengthCulmen,10.4,AVONET,observation
Birds,Cyanistes teneriffae,BeakRatio,3.05882400000000,AVONET,observation
Birds,Cyanistes teneriffae,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Cyanistes teneriffae,OffspringPerRepro,11,Storchova_Horak_2018,observation
Birds,Cyanistes teneriffae,FledgingPeriod,19,Storchova_Horak_2018,observation
Birds,Cyanistes teneriffae,GenerationLength,2.932915000,Bird_et_al_2020,mixte
Birds,Cyanistes teneriffae,HandWingIndex,14.2,AVONET,observation
Birds,Cyanistes teneriffae,LongevityMax,12,Storchova_Horak_2018,observation
Birds,Cyanistes teneriffae,BodyMass,10,AVONET,observation
Birds,Cyanistes teneriffae,Migration,1_sedentary,AVONET,observation
Birds,Cyanistes teneriffae,TailLength,49.1,AVONET,observation
Birds,Cyanistes teneriffae,TarsusLength,17.3,AVONET,observation
Birds,Cyanopica cooki,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Cyanopica cooki,BeakLengthCulmen,27.4,AVONET,observation
Birds,Cyanopica cooki,BeakRatio,3.55844200000000,AVONET,observation
Birds,Cyanopica cooki,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Cyanopica cooki,OffspringPerRepro,6,Storchova_Horak_2018,observation
Birds,Cyanopica cooki,FledgingPeriod,15,Storchova_Horak_2018,observation
Birds,Cyanopica cooki,GenerationLength,2.390185000,Bird_et_al_2020,mixte
Birds,Cyanopica cooki,HandWingIndex,16.9,AVONET,observation
Birds,Cyanopica cooki,BodyMass,70.4,AVONET,observation
Birds,Cyanopica cooki,Migration,1_sedentary,AVONET,observation
Birds,Cyanopica cooki,TailLength,179.1,AVONET,observation
Birds,Cyanopica cooki,TarsusLength,34.6,AVONET,observation
Birds,Dendrocopos leucotos,BeakLengthCulmen,35.8,AVONET,observation
Birds,Dendrocopos leucotos,BeakRatio,3.93406600000000,AVONET,observation
Birds,Dendrocopos leucotos,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Dendrocopos leucotos,OffspringPerRepro,4,Storchova_Horak_2018,observation
Birds,Dendrocopos leucotos,FledgingPeriod,26,Storchova_Horak_2018,observation
Birds,Dendrocopos leucotos,GenerationLength,3.695498000,Bird_et_al_2020,mixte
Birds,Dendrocopos leucotos,HandWingIndex,29.9,AVONET,observation
Birds,Dendrocopos leucotos,LongevityMax,16,Storchova_Horak_2018,observation
Birds,Dendrocopos leucotos,BodyMass,116.8,AVONET,observation
Birds,Dendrocopos leucotos,Migration,1_sedentary,AVONET,observation
Birds,Dendrocopos leucotos,TailLength,91.6,AVONET,observation
Birds,Dendrocopos leucotos,TarsusLength,24.7,AVONET,observation
Birds,Dendrocopos major,FirstBreedingAge,1,Storchova_Horak_2018,observation
Birds,Dendrocopos major,BeakLengthCulmen,27.9,AVONET,observation
Birds,Dendrocopos major,BeakRatio,3,AVONET,observation
Birds,Dendrocopos major,ReproPerYear,1,Storchova_Horak_2018,observation
Birds,Dendrocopos major,OffspringPerRepro,5.5,Storchova_Horak_2018,observation
Birds,Dendrocopos major,FledgingPeriod,22,Storchova_Horak_2018,observation
Birds,Dendrocopos major,GenerationLength,2.70072000,Bird_et_al_2020,mixte
Birds,Dendrocopos major,HandWingIndex,29.3,AVONET,observation
Birds,Dendrocopos major,LongevityMax,13,Storchova_Horak_2018,observation
Birds,Dendrocopos major,BodyMass,74.9,AVONET,observation
